
 id     r        dr       g        dg        u        du       i        di       z        dz       zspec
45104 18.5335 0.0108036 19.2309 0.00111362 18.0227 0.00267518 18.4583 0.00799272 18.3439 0.0179572 0.88518700 
45379 18.6200 0.0172722 20.4043 0.00704655 20.8326 0.0461719 17.8820 0.00852843 17.8894 0.0179807 0.31622700 
45311 20.1363 0.0327066 20.5599 0.00361461 19.2507 0.00766413 19.8137 0.0271702 19.7051 0.0530162 1.44500000 
45530 19.1819 0.0230244 21.0927 0.00995800 21.1035 0.0697878 18.6519 0.0115806 18.2012 0.0209195 0.37675300 
45513 20.4526 0.0623802 21.2155 0.00615516 20.5325 0.0221701 20.2653 0.0427964 20.0548 0.100179 1.54500000 
45867 18.2742 0.0121834 19.4642 0.00302497 19.1436 0.0138764 17.8598 0.00745986 17.6563 0.0151078 0.16448100 
45793 18.4685 0.0102332 18.9713 0.000941778 17.6453 0.00192517 18.2865 0.00649682 18.2916 0.0169104 1.59604100 
45899 17.9050 0.0109869 19.4889 0.00374067 19.6423 0.0256515 17.3604 0.00578117 17.0944 0.0121125 0.18893300 
45862 20.2794 0.0648832 22.0654 0.0199942 21.4406 0.0688427 19.5641 0.0289248 19.3130 0.0556911 0.62107400 
45963 20.8653 0.0795125 21.5774 0.00825323 20.7981 0.0304890 20.7496 0.0568990 21.5637 0.191769 3.40500000 
46114 21.1053 0.100058 22.5418 0.0206656 22.3624 0.113516 21.1487 0.0682162 21.0590 0.149237 3.78500000 
46886 19.9014 0.0345765 20.3954 0.00310629 20.1393 0.0169856 19.9984 0.0280865 20.1405 0.0640450 2.94500000 
47362 18.5600 0.0168817 20.4180 0.00646245 20.6235 0.0437462 17.9997 0.00801173 17.9592 0.0198440 0.31645200 
47664 16.0481 0.00207974 17.1222 0.000429965 16.7706 0.00190065 15.6914 0.00118666 15.4913 0.00264838 0.05686700 
48186 16.7028 0.00518671 18.1535 0.00163634 18.2714 0.0103783 16.2102 0.00261667 15.9884 0.00556038 0.14931100 
47282 21.3624 0.117113 21.8336 0.0121663 20.9575 0.0398113 20.1307 0.0449724 20.0834 0.0913155 0.74034500 
47684 19.1597 0.0277402 21.3578 0.0134648 22.2294 0.116854 18.5557 0.0122355 18.4527 0.0272158 0.40603500 
47991 19.7134 0.0319376 20.5873 0.00367399 19.6433 0.0101868 19.5655 0.0178807 19.3032 0.0474067 2.75190000 
48399 18.9393 0.0248476 20.7626 0.0118727 21.5164 0.0833199 18.1820 0.0108131 17.9282 0.0224810 0.33115700 
49035 18.3480 0.0157692 19.5825 0.00378099 19.4024 0.0177987 17.8313 0.00814359 17.5539 0.0195388 0.14944800 
48708 19.1829 0.0240871 21.0248 0.00941264 21.3153 0.0701296 18.6210 0.0114392 18.4263 0.0260983 0.30900800 
49352 19.4767 0.0241661 20.5219 0.00400343 19.4591 0.00948884 19.0056 0.0129303 18.8286 0.0317099 0.49685700 
49616 19.5863 0.0271253 20.0761 0.00236069 18.5666 0.00410219 19.5464 0.0219420 19.7331 0.0590073 1.42925400 
50564 18.5888 0.0162120 19.2219 0.00254041 18.6480 0.00864784 18.2584 0.0108035 18.1793 0.0283978 0.08816300 
50883 19.0468 0.0264314 19.7254 0.00327085 19.1453 0.0114806 18.7929 0.0141083 18.8495 0.0428424 0.11833200 
51665 18.0554 0.0104911 19.4025 0.00269802 19.4919 0.0173301 17.5517 0.00521406 17.3455 0.0121887 0.14987300 
52144 17.5082 0.00851156 18.5507 0.00155352 18.2105 0.00685900 17.0524 0.00417432 16.8835 0.0112834 0.13177600 
52154 21.3017 0.118240 21.7982 0.0108197 20.8036 0.0335787 21.2651 0.0621540 21.2013 0.198802 2.18500000 
52760 18.1227 0.0115185 19.0347 0.00228972 18.6302 0.00900173 17.7588 0.00711847 17.6739 0.0179731 0.14632000 
52478 18.9571 0.0162993 19.3739 0.00137650 17.7114 0.00202007 18.8052 0.0116027 18.4624 0.0206974 0.33651100 
52438 19.9214 0.0298604 20.4831 0.00353575 19.6710 0.0108765 19.8169 0.0207651 19.9361 0.0509266 2.50500000 
53416 18.5734 0.0127660 19.4174 0.00191485 18.6519 0.00545613 18.2017 0.00726741 18.2791 0.0179875 0.25488900 
53296 18.9637 0.0191375 19.7025 0.00241915 18.9758 0.00761844 18.8720 0.0124244 18.6493 0.0321402 0.16374200 
53614 17.3200 0.00753818 18.2725 0.00144275 17.8016 0.00527380 16.9786 0.00384972 16.7347 0.0102473 0.14856100 
53463 18.3870 0.0139664 19.1915 0.00220256 18.8045 0.00893499 18.0751 0.00797579 17.1334 0.0191599 0.12671400 
53238 21.4611 0.119350 21.9640 0.0117169 21.1372 0.0373363 21.2833 0.0768252 21.0294 0.159607 3.14500000 
53455 19.4488 0.0311507 20.4119 0.00484063 19.4102 0.0126816 19.2111 0.0197444 19.0956 0.0338108 0.36000000 
53660 18.7961 0.0199179 20.7986 0.00861305 21.3431 0.0716851 18.1504 0.00892117 17.9869 0.0214423 0.37715700 
53756 19.3031 0.0230507 20.2124 0.00378943 19.1594 0.0104197 19.0917 0.0159062 18.9636 0.0308948 0.36328800 
53741 18.7302 0.0132961 19.5140 0.00160611 18.7078 0.00492466 18.7445 0.0100554 18.4798 0.0188333 2.82308200 
54180 17.2708 0.00786010 18.6787 0.00255748 18.9140 0.0142174 16.8105 0.00405824 16.6303 0.00863421 0.16414600 
54528 17.4653 0.00764003 18.8923 0.00241573 19.1197 0.0146368 16.9303 0.00348762 16.6953 0.00713216 0.14776500 
54787 17.3060 0.00814168 18.4816 0.00232956 18.3776 0.0115091 16.9154 0.00443132 16.6553 0.00909296 0.14842800 
54335 20.3468 0.0429827 20.4243 0.00318301 18.9430 0.00576270 20.1559 0.0361027 20.4554 0.0720189 2.08500000 
54544 19.1714 0.0226954 20.1685 0.00440744 19.5078 0.0167634 18.7368 0.0144171 18.6860 0.0321326 0.25025000 
54591 19.7524 0.0362553 21.2335 0.0136221 20.7171 0.0502106 18.8517 0.0163430 18.7103 0.0359350 0.60451100 
55359 16.4782 0.00667253 17.3544 0.00135648 16.9284 0.00522415 16.3953 0.00439053 16.1696 0.0103898 0.08793900 
54614 20.3166 0.0379311 20.9637 0.00507726 19.7080 0.0112744 20.3865 0.0349800 20.3627 0.0893407 1.27500000 
55119 17.7169 0.00808028 19.0992 0.00279902 19.1566 0.0170177 16.4228 0.00560136 16.9934 0.0112252 0.18900000 
55256 18.2558 0.0130758 19.3028 0.00256515 18.8341 0.0105808 18.0415 0.00784812 17.8202 0.0172379 0.14691100 
55322 18.8809 0.0200639 20.0565 0.00381935 19.6275 0.0146140 18.5569 0.00974668 18.4320 0.0230823 0.20785300 
55613 20.3939 0.0570746 21.2687 0.00702000 20.2844 0.0188538 20.2537 0.0422345 20.3381 0.113731 2.18500000 
55868 19.1331 0.0285266 21.1240 0.0112053 21.0284 0.0703490 18.7533 0.0133413 18.2753 0.0286224 0.33795000 
56171 20.1554 0.0515516 20.6386 0.00403030 19.8679 0.0128464 19.8587 0.0244279 19.4951 0.0557587 2.47120000 
56555 17.8294 0.00553102 18.3109 0.000541493 16.6985 0.000846639 17.7043 0.00391790 17.5412 0.00912625 2.14238000 
56482 20.5823 0.0739180 20.9941 0.00531959 19.6691 0.0110349 20.3878 0.0485880 21.1149 0.136843 1.95500000 
56882 18.0517 0.0131831 19.8661 0.00577952 20.2929 0.0343903 17.4380 0.00604457 17.2808 0.0138819 0.31832400 
56848 18.9297 0.0217480 20.9565 0.00925174 21.5647 0.0860486 18.3184 0.00968403 18.0401 0.0212093 0.33793300 
56730 19.9641 0.0454863 21.9509 0.0182415 22.3224 0.133246 19.2948 0.0200560 19.0623 0.0425675 0.51701900 
56914 20.3617 0.0608503 22.1858 0.0230547 21.9019 0.0898706 19.6195 0.0282338 19.1786 0.0505426 0.51554800 
57659 14.9386 0.00124416 16.1631 0.000331985 16.2823 0.00204588 14.4988 0.000693996 14.2491 0.00153580 0.05893900 
56970 21.3552 0.115149 21.9566 0.0119913 21.4621 0.0553555 21.0006 0.0549303 21.2348 0.163221 2.62500000 
57154 20.7814 0.0782025 21.8573 0.0206050 21.1333 0.0702396 19.7090 0.0282209 19.6124 0.0575344 0.62762900 
57371 21.1925 0.0977837 21.9328 0.0122774 22.0936 0.0712254 20.7660 0.0562708 20.8950 0.137367 3.40500000 
57639 19.0116 0.0212380 19.6566 0.00316698 19.0284 0.00984752 18.6926 0.0124604 18.8547 0.0402769 0.15997600 
58057 17.5384 0.00862248 18.4308 0.00159884 17.9291 0.00556080 17.1453 0.00468663 17.0655 0.0128173 0.13724000 
57890 19.5572 0.0239538 20.1401 0.00259338 19.3151 0.00813272 19.4975 0.0186132 19.4247 0.0459183 0.23723200 
58144 19.9901 0.0483737 22.1564 0.0207853 22.9698 0.172138 19.3481 0.0197572 19.0480 0.0382907 0.49812000 
58472 17.2576 0.00548980 18.4879 0.00134822 18.2970 0.00692360 16.8434 0.00304034 16.6285 0.00704678 0.14796900 
58979 16.5081 0.00349522 17.5832 0.000839551 17.4048 0.00389692 16.0452 0.00177484 15.9609 0.00434788 0.13784600 
58632 18.5343 0.0198213 19.5095 0.00377943 19.1718 0.0166157 18.0468 0.00922478 18.0164 0.0269856 0.14012200 
58529 21.2590 0.108623 21.7006 0.00916756 20.8862 0.0278620 20.9304 0.0685209 21.3454 0.148512 1.35500000 
58700 21.2137 0.110970 20.9458 0.00531509 19.7427 0.0130811 20.5002 0.0539720 20.3594 0.113118 2.19500000 
58963 20.0821 0.0424266 20.5028 0.00346715 19.5290 0.00968180 20.0165 0.0304066 20.3520 0.0687688 2.56860300 
59307 18.4528 0.0203353 19.4183 0.00341722 18.9049 0.0118947 18.2306 0.0110579 17.7570 0.0287984 0.16402700 
59838 18.0388 0.0121031 18.7986 0.00225556 18.1503 0.00820056 17.7696 0.00753093 17.9004 0.0190044 0.13525900 
59608 17.4345 0.00716361 18.7805 0.00191572 18.7212 0.0109474 16.9784 0.00352171 16.7475 0.00711802 0.14742300 
59550 20.4777 0.0537049 20.9434 0.00492367 19.5327 0.0101876 20.0440 0.0351081 20.2879 0.0958689 1.08500000 
59990 18.6450 0.0192066 19.6108 0.00398627 19.0275 0.0140433 18.1885 0.0111915 18.2628 0.0260801 0.19896300 
59952 18.8596 0.0252129 20.6730 0.00922933 20.5809 0.0544678 18.3486 0.0122470 18.1200 0.0253294 0.33244200 
60539 17.2263 0.00569563 18.4152 0.00147650 18.4651 0.00838527 16.7451 0.00295028 16.6614 0.00707567 0.10794100 
60390 18.9542 0.0202277 19.8526 0.00326136 19.2823 0.0116595 18.6236 0.0122431 18.5139 0.0346401 0.13179800 
60546 17.8689 0.00973324 18.8134 0.00188361 18.2492 0.00676409 17.5046 0.00541505 17.3591 0.0146598 0.14760800 
60414 19.2899 0.0301740 20.5149 0.00641918 19.8353 0.0229483 18.9373 0.0147221 18.6942 0.0403235 0.30896900 
60531 21.4443 0.126101 21.6801 0.00907201 20.5487 0.0210491 20.8784 0.0603890 20.4677 0.116797 2.19500000 
60880 19.6505 0.0319569 21.4324 0.0137963 21.9739 0.111430 18.7917 0.0129769 18.3834 0.0253377 0.44129200 
60923 21.0181 0.0936979 21.6558 0.00846745 20.2136 0.0161664 20.8690 0.0606482 20.6589 0.129487 1.84500000 
62024 20.5064 0.0616513 21.1038 0.00584439 19.8228 0.0122076 20.7302 0.0427357 20.6477 0.105566 0.96983900 
62384 17.9639 0.0121376 19.9189 0.00544871 20.3564 0.0400841 17.3208 0.00537957 17.1852 0.0140761 0.31597100 
62602 17.2507 0.00822625 18.0072 0.00144310 17.3087 0.00449107 17.1350 0.00545236 17.0816 0.0153291 0.06178700 
62419 17.7931 0.0106542 18.7639 0.00212838 18.1475 0.00735479 17.5399 0.00584969 17.3702 0.0144364 0.19025500 
62780 17.4599 0.00853203 18.6167 0.00194960 18.5091 0.0103801 17.0910 0.00461086 16.9870 0.0118098 0.05797200 
63234 18.0256 0.0111605 19.2389 0.00278557 18.6615 0.00973706 17.6448 0.00629795 17.6054 0.0177045 0.24306200 
62652 18.9499 0.0250812 21.0709 0.0109867 21.0893 0.0736849 18.4403 0.0119853 18.2974 0.0277036 0.30918500 
62885 17.9385 0.00922854 18.8751 0.00173068 18.6178 0.00854991 17.5586 0.00531102 17.4872 0.0135844 0.08776000 
62573 20.5899 0.0672246 21.1554 0.00577858 20.2220 0.0160706 20.5805 0.0471401 20.5903 0.127280 2.25500000 
62770 18.6948 0.0257034 19.4957 0.00424505 18.9626 0.0140758 18.4661 0.0163281 18.4638 0.0448190 0.08113800 
63270 16.7938 0.00434930 17.9476 0.00111264 17.8627 0.00564305 16.4010 0.00238384 16.2959 0.00543878 0.06132000 
63698 17.3895 0.00620553 18.4334 0.00126868 17.9085 0.00456291 16.9446 0.00315762 16.9121 0.00829782 0.20999800 
64170 17.1589 0.00500757 18.0433 0.000877069 17.6544 0.00354595 16.8136 0.00279211 16.7642 0.00775188 0.08754300 
64086 18.6236 0.0178055 19.3373 0.00236773 18.5211 0.00652458 18.4115 0.0128834 18.5709 0.0374406 0.05847800 
64268 19.1194 0.0279405 21.2338 0.0147238 22.2551 0.119659 18.5001 0.0134362 18.3282 0.0277882 0.41721600 
64867 17.7249 0.00898795 18.4579 0.00135012 17.6521 0.00332563 17.5608 0.00604442 17.6526 0.0164402 0.06076000 
65636 16.8661 0.00506112 17.7535 0.000962626 17.1833 0.00360813 16.6059 0.00295751 16.4614 0.00810233 0.05990600 
65468 18.5980 0.0219772 20.5229 0.00984834 20.8162 0.0614228 17.8713 0.00851584 17.7871 0.0214767 0.31650800 
66400 16.4170 0.00414636 17.1933 0.000734037 16.5169 0.00231905 16.2299 0.00275121 16.1104 0.00697239 0.05959600 
65675 18.8611 0.0168053 19.5234 0.00254201 18.8980 0.00831082 18.5204 0.0104865 18.5304 0.0298786 0.07298900 
66084 17.9169 0.00595417 18.3607 0.000567808 17.0621 0.00118640 17.7380 0.00397923 17.7851 0.0105775 1.84833400 
66387 19.5282 0.0291189 20.7046 0.00433579 20.7070 0.0294562 19.5099 0.0174336 19.3949 0.0442828 1.89832600 
66364 20.1880 0.0572041 21.8108 0.0268124 22.9441 0.154735 19.1847 0.0239758 19.0618 0.0507427 0.46135400 
66311 20.4514 0.0419776 20.5640 0.00374739 18.8928 0.00566923 19.8535 0.0273521 20.0178 0.0737657 2.11899300 
67589 17.9057 0.0160235 19.8068 0.00842860 20.6266 0.0527891 17.2246 0.00753682 17.0737 0.0161820 0.33242700 
69784 16.6275 0.00486006 17.2190 0.000734184 16.5321 0.00205092 16.4401 0.00327734 16.4097 0.00946226 0.06143300 
67419 20.9787 0.0912302 21.9007 0.0133331 21.6442 0.0551150 20.7213 0.0515707 20.7622 0.125656 2.62500000 
68353 17.4392 0.00523231 18.5444 0.00112824 18.4154 0.00599153 16.9432 0.00273255 16.8396 0.00664585 0.06091200 
