
 id     r        dr       g        dg        u        du       i        di       z        dz       zspec
68859 18.3955 0.0193671 19.3016 0.00347682 19.0148 0.0155917 18.1363 0.0113717 18.1788 0.0333166 0.06109400 
67859 20.5446 0.0531781 21.2143 0.00634971 19.5440 0.00997226 20.2772 0.0307726 20.2301 0.0922363 1.53500000 
69580 16.3225 0.00384770 17.5010 0.00103442 17.6214 0.00638504 15.7777 0.00191356 15.5753 0.00446739 0.05697600 
68149 20.6239 0.0699566 21.1858 0.00624433 19.2593 0.00794557 20.5417 0.0542681 20.7352 0.125627 1.84500000 
68899 17.4696 0.00884466 18.5896 0.00199170 18.1809 0.00893029 16.9930 0.00423592 16.9665 0.0112066 0.18975600 
68490 21.9514 0.100879 21.7697 0.0102014 20.9300 0.0351215 21.0571 0.0593343 21.5253 0.194455 2.25500000 
69191 19.3017 0.0178556 19.8476 0.00186297 18.1910 0.00304104 19.0899 0.0127321 19.2262 0.0373966 1.51294300 
69147 18.7471 0.0236104 20.6181 0.0102333 20.9265 0.0610357 18.0659 0.0103615 17.8657 0.0233003 0.32942900 
69407 18.2064 0.0139014 19.0584 0.00242005 18.5681 0.00896059 17.7489 0.00719624 17.8232 0.0199622 0.16055600 
68905 21.1189 0.100178 21.7614 0.0107345 20.7755 0.0304640 20.6408 0.0608850 20.4561 0.108573 2.25500000 
69864 17.4234 0.00617819 18.5698 0.00138423 18.3502 0.00794581 16.9377 0.00320439 16.7343 0.00719937 0.08853000 
69046 21.0685 0.0931662 21.7238 0.00920466 20.8139 0.0284800 20.8021 0.0683747 21.2343 0.165769 2.87500000 
69354 22.3193 0.182560 23.1883 0.0457076 22.0548 0.0842686 21.7257 0.117029 21.7987 0.235010 1.28500000 
70704 15.6719 0.00198150 16.6882 0.000490847 16.4778 0.00194707 15.2788 0.00115825 15.1998 0.00272233 0.06124500 
70001 17.9110 0.0117798 19.2107 0.00371620 19.5223 0.0221281 17.3355 0.00638029 17.0992 0.0129449 0.16192600 
69954 19.1116 0.0258269 19.9785 0.00515191 19.3842 0.0164249 18.6317 0.0149404 18.4141 0.0325100 0.21264100 
70360 17.0570 0.00544282 18.0987 0.00131375 18.0280 0.00642856 16.6372 0.00297035 16.5267 0.00736422 0.06130200 
70434 16.6109 0.00311862 17.5334 0.000597764 16.8734 0.00170883 16.3591 0.00202940 16.1989 0.00498076 0.03882400 
71368 17.3852 0.00954535 18.4343 0.00196104 18.0950 0.00870472 16.9902 0.00485515 16.8567 0.0120640 0.05851800 
70415 18.4570 0.0139362 19.1546 0.00203668 18.5901 0.00712918 18.0716 0.00727104 18.2298 0.0193380 0.13863000 
70327 20.1374 0.0428239 20.6839 0.00456007 19.2511 0.00777078 20.1609 0.0390660 20.5429 0.0885092 0.95500000 
70458 21.0151 0.0841800 21.4144 0.00746787 20.0931 0.0147915 20.9041 0.0636680 21.3179 0.185679 1.38500000 
70898 19.1581 0.0304515 21.3603 0.0125709 21.7320 0.0942338 18.4654 0.0121012 18.2801 0.0285643 0.43962800 
71078 18.4837 0.0100953 18.9470 0.000947992 17.6693 0.00204383 18.4632 0.00760845 18.3784 0.0205998 0.80846000 
70958 20.9996 0.0813666 21.9479 0.0127177 20.8194 0.0313207 20.5238 0.0457850 20.5911 0.127172 0.25500000 
71135 21.3438 0.0960985 21.8753 0.0120585 21.0555 0.0505326 20.7191 0.0570923 21.4603 0.178811 2.25500000 
71487 18.4155 0.00893765 19.2131 0.00117469 18.7213 0.00511300 18.4336 0.00683385 18.2846 0.0151735 0.05838500 
71768 18.3366 0.0116107 18.9074 0.00164994 18.0976 0.00484545 18.0567 0.00916637 18.0837 0.0212243 0.07030500 
72322 16.5448 0.00349965 17.4763 0.000726319 17.1151 0.00278706 16.1301 0.00194702 16.0815 0.00525978 0.05828500 
72400 17.0112 0.00609396 18.0405 0.00128887 17.7687 0.00597426 16.6816 0.00326134 16.5853 0.00834135 0.08748500 
71828 19.9008 0.0504244 21.6772 0.0214208 22.6335 0.121360 19.0315 0.0181962 19.1737 0.0454933 0.44215100 
71678 21.5849 0.123698 22.3572 0.0197057 21.9347 0.0994919 20.6334 0.0561558 20.3251 0.116062 3.02744100 
72018 19.7803 0.0314817 20.6773 0.00567633 20.3849 0.0247652 19.3216 0.0178073 19.3937 0.0418639 0.13738900 
73907 17.1031 0.00689925 18.6300 0.00211799 18.8282 0.0149470 16.9207 0.00372482 16.4831 0.00747456 0.16223500 
73615 16.8485 0.00571068 18.1996 0.00181442 18.3399 0.0111861 16.4998 0.00320881 16.1869 0.00670784 0.16335000 
73106 17.8175 0.00812290 19.2912 0.00227067 19.2467 0.0131128 17.5308 0.00467338 17.1959 0.00883940 0.16277200 
72927 18.8985 0.0168710 19.4014 0.00146670 17.9236 0.00255288 18.7841 0.00973159 18.8204 0.0329468 2.02364000 
72941 20.6780 0.0696481 21.1777 0.00591399 19.6010 0.00971966 20.5474 0.0462872 20.5929 0.116052 2.25500000 
73951 17.6482 0.00937142 18.4623 0.00252776 18.7451 0.0104343 17.2049 0.00551287 17.2406 0.0121993 0.05881000 
73505 17.9877 0.00668617 18.4317 0.000619314 16.8113 0.000947598 18.0083 0.00498963 18.4978 0.0177241 0.94500000 
73643 20.0177 0.0532420 21.9112 0.0222122 21.9966 0.0971016 19.2455 0.0209940 19.1175 0.0459820 0.51621600 
74608 16.7915 0.00386660 17.9130 0.000883786 17.8692 0.00479285 16.3092 0.00202118 16.2810 0.00516456 0.07263400 
74008 19.5276 0.0233956 19.9372 0.00235207 19.5248 0.00925943 19.1353 0.0153911 19.3307 0.0343071 3.03541100 
74161 19.1569 0.0222544 20.0639 0.00302143 19.2624 0.00879578 18.7865 0.0121172 18.8053 0.0327648 0.19880700 
74354 18.5068 0.00982792 19.3408 0.00131192 18.0942 0.00279860 18.4292 0.00738801 18.3909 0.0181037 1.14090300 
74416 19.1256 0.0221117 20.1165 0.00380730 19.5803 0.0137418 18.6304 0.0133749 18.5691 0.0316937 0.20641700 
74483 19.6882 0.0348633 20.8515 0.00658170 19.9419 0.0175386 19.4413 0.0224491 19.1976 0.0490947 0.38952500 
75346 16.9695 0.00680399 17.9226 0.00150850 17.6492 0.00602164 16.7070 0.00389809 16.4419 0.00972302 0.05664100 
76375 14.8481 0.00148739 15.8755 0.000437532 16.0587 0.00226883 14.3025 0.000806171 14.2204 0.00200964 0.05872300 
75163 17.0407 0.00569619 18.4511 0.00183996 18.7653 0.0116283 16.5630 0.00299506 16.3228 0.00593257 0.16368300 
75203 17.6856 0.00876500 18.9548 0.00271789 19.1003 0.0167297 17.1861 0.00452350 16.8073 0.00893042 0.14061500 
74681 20.7008 0.0802666 22.5003 0.0293557 22.1816 0.116661 19.6433 0.0333727 19.2722 0.0613684 0.67200800 
74629 21.3987 0.120386 22.3726 0.0173569 22.4648 0.121417 21.0286 0.0755046 21.2979 0.173541 2.71500000 
74636 20.8711 0.0745942 21.3652 0.00699194 19.8945 0.0122117 20.8510 0.0634744 20.5033 0.125624 1.46500000 
76050 16.6304 0.00447451 17.7176 0.00102603 17.4967 0.00499992 16.2108 0.00239897 16.0225 0.00547401 0.08699100 
75038 20.6779 0.0733666 21.5817 0.0108740 20.4652 0.0254457 20.4321 0.0395647 20.5727 0.123383 2.25500000 
75227 18.7750 0.0128229 19.1670 0.00116857 18.0662 0.00282471 18.9267 0.0104787 19.0665 0.0302441 0.90500000 
75252 19.1032 0.0271045 21.1444 0.0123088 21.6739 0.0886412 18.5653 0.0127983 18.3487 0.0236589 0.33960300 
75937 17.2081 0.00997506 18.1857 0.00244054 17.7674 0.00893231 16.7316 0.00483800 16.8054 0.0132621 0.19044400 
75299 20.2837 0.0528790 20.9091 0.00537011 20.0692 0.0165896 20.2599 0.0326125 20.3720 0.0767757 2.90500000 
75397 20.2462 0.0550352 21.1571 0.00629321 20.1007 0.0171333 20.0658 0.0343323 20.1944 0.0870879 2.24500000 
75662 21.3885 0.111630 21.9291 0.0113464 21.0152 0.0380560 21.1301 0.0635794 21.9386 0.216335 2.93500000 
75848 20.0086 0.0372878 20.5398 0.00379962 19.3993 0.00839083 19.7060 0.0241752 19.3249 0.0575193 1.65979300 
75841 19.9805 0.0413035 20.9191 0.00555315 20.3093 0.0217211 19.5929 0.0229203 19.4248 0.0525565 0.14231500 
76258 17.7160 0.00783366 18.7368 0.00145658 18.1983 0.00539921 17.3106 0.00382606 17.1357 0.0108600 0.18777000 
76475 17.5191 0.00632764 18.2482 0.000955780 17.5010 0.00269417 17.2370 0.00385557 17.1987 0.00957071 0.18000000 
76684 18.6524 0.0169514 19.7508 0.00315304 19.4527 0.0156596 18.1563 0.00838284 18.0508 0.0216253 0.13983900 
76358 21.4032 0.119087 21.4817 0.00788537 20.2475 0.0189977 21.0070 0.0798232 21.3379 0.170508 2.16500000 
76549 20.1756 0.0481455 20.4613 0.00370827 19.1981 0.00738842 19.9941 0.0274362 20.3776 0.0738701 2.16500000 
76817 20.4444 0.0726462 22.2063 0.0284172 21.9967 0.109148 19.5631 0.0273191 19.0379 0.0531661 0.57215100 
78339 16.9652 0.00762063 17.5263 0.00102539 16.8089 0.00320383 16.5642 0.00375314 16.3550 0.00906007 0.03992000 
77458 16.3552 0.00275458 17.5494 0.000676591 17.5748 0.00385385 15.9301 0.00151102 15.7574 0.00347711 0.05784800 
77873 18.0191 0.0104535 18.8590 0.00172662 18.2316 0.00539176 17.7805 0.00701109 17.7461 0.0159168 0.13629300 
77102 20.1674 0.0604184 21.9506 0.0182166 21.2288 0.0488199 19.2965 0.0255354 18.8605 0.0500760 0.52300200 
77243 19.2758 0.0302985 19.8332 0.00332257 19.3380 0.0117467 18.9642 0.0192310 18.8781 0.0477901 0.07992700 
77203 20.3276 0.0570716 21.2059 0.00725840 19.1735 0.00747011 20.3624 0.0424696 20.7868 0.142783 2.02500000 
78341 16.8780 0.00602533 18.0249 0.00141386 17.8851 0.00675258 16.4877 0.00345726 16.3303 0.00785035 0.05953200 
77536 20.7894 0.0975675 22.0412 0.0146991 21.1836 0.0474252 20.7125 0.0586274 20.4212 0.113279 2.25500000 
77755 20.5594 0.0659877 21.1644 0.00647365 20.3419 0.0210795 20.3117 0.0458472 20.6201 0.115671 2.22500000 
77831 19.6127 0.0266235 20.3377 0.00306116 19.1412 0.00711523 19.5895 0.0212193 19.3383 0.0440474 2.51500000 
77697 21.2074 0.0938384 22.0329 0.0122369 22.1263 0.108137 20.6737 0.0455719 20.7875 0.140195 3.40500000 
78834 17.1256 0.00857075 16.5534 0.000550429 16.5521 0.00266889 15.1016 0.00124222 14.8941 0.00268724 0.03697200 
77982 20.0351 0.0508656 21.7235 0.0172815 21.6673 0.0871235 19.4149 0.0235089 19.2501 0.0550882 0.29900000 
78222 19.2075 0.0224921 19.9766 0.00415601 19.3801 0.0137265 18.8557 0.0145985 18.7650 0.0343443 0.16162600 
79023 17.9778 0.0109472 19.2279 0.00323801 19.1292 0.0177484 17.5429 0.00627315 17.1844 0.0127491 0.17814300 
78193 19.3386 0.0225090 19.6153 0.00171927 18.2672 0.00369808 19.0402 0.0133255 19.0702 0.0391235 1.62500000 
78305 21.1787 0.0768176 21.4365 0.00762146 20.4534 0.0256050 20.8510 0.0553988 20.7386 0.120972 3.04500000 
78963 16.1361 0.00211611 17.2656 0.000446061 17.2517 0.00250185 15.7412 0.00120983 15.7202 0.00287632 0.08000000 
78421 19.3205 0.0226756 19.8090 0.00190027 18.2026 0.00305015 19.0519 0.0147083 19.0079 0.0344154 2.25817000 
78358 20.2220 0.0450616 20.6800 0.00367094 19.8190 0.0118803 20.0077 0.0325125 20.0943 0.0776663 2.20500000 
78955 17.1131 0.00428867 18.2595 0.000966184 17.5310 0.00247780 16.6363 0.00227448 16.6272 0.00573865 0.18414900 
78759 18.4202 0.0114855 19.2884 0.00164188 18.3598 0.00435081 17.7424 0.00520481 17.9294 0.0157590 0.54809500 
79228 16.8535 0.00431018 18.0410 0.00108625 18.0303 0.00591288 16.4222 0.00229875 16.3044 0.00540216 0.05866800 
78737 19.9444 0.0487544 22.0330 0.0198296 22.7423 0.154778 19.0476 0.0211390 18.8461 0.0423834 0.51346400 
79098 18.2929 0.0150863 20.2645 0.00622767 20.7382 0.0503707 17.5810 0.00650431 17.4513 0.0150244 0.32514400 
78712 20.9736 0.0819817 22.2374 0.0148155 21.3090 0.0394805 21.3393 0.0882576 20.8422 0.152757 2.15500000 
79141 17.5060 0.00736010 18.6763 0.00158446 18.3825 0.00723548 17.1121 0.00373658 16.9560 0.00915053 0.05832900 
79472 17.0398 0.00675126 18.0329 0.00140817 17.7422 0.00549052 16.5577 0.00327500 16.4924 0.00972128 0.13985800 
78962 19.3938 0.0226023 19.5264 0.00146483 17.9949 0.00258852 19.3208 0.0165029 19.3006 0.0443507 2.19332100 
79103 18.6460 0.0163168 19.8385 0.00390351 19.4521 0.0184684 18.2178 0.00869780 18.1320 0.0217348 0.19025800 
79046 20.9159 0.0851761 21.4743 0.00829769 20.2626 0.0199214 20.5191 0.0485621 20.6080 0.132709 1.47500000 
80158 16.9967 0.00634605 17.8797 0.00119811 17.4740 0.00483795 16.6706 0.00359093 16.5836 0.00976070 0.08006600 
79198 21.4918 0.0860794 21.4818 0.00761986 20.6155 0.0256714 20.9792 0.0482455 21.5304 0.163815 2.90500000 
80408 17.8642 0.0133673 18.4973 0.00268101 17.7845 0.00740930 17.6575 0.0108523 17.6276 0.0269575 0.04017000 
79202 20.5098 0.0680543 21.4426 0.00697877 19.9886 0.0146528 20.7405 0.0481595 20.9515 0.162746 1.57500000 
79794 17.9268 0.0119102 18.8556 0.00201410 18.4643 0.00867048 17.5827 0.00674351 17.5504 0.0180933 0.07983800 
79736 19.7971 0.0258627 20.3200 0.00287875 18.7248 0.00494139 19.7150 0.0217099 19.7079 0.0653367 2.08500000 
81049 16.7436 0.00484436 18.0165 0.000972152 17.9186 0.00579436 16.4414 0.00231386 16.2746 0.00642994 0.05767800 
81057 14.5616 0.00102742 15.7247 0.000290523 15.8708 0.00169405 14.0833 0.000569415 13.9635 0.00130594 0.05845800 
80827 17.2872 0.00730631 18.2041 0.00216007 18.4042 0.00815516 16.7083 0.00498561 16.8269 0.00958149 0.05725600 
80489 18.9058 0.0184749 19.4673 0.00219694 18.7000 0.00668581 18.6892 0.0125831 18.8925 0.0356979 0.05613500 
80625 18.5404 0.0153400 19.5404 0.00328157 19.3690 0.0178813 18.0342 0.00873660 17.7320 0.0205151 0.05991800 
80897 17.0791 0.00848904 18.1046 0.00207712 17.6484 0.00783010 16.6960 0.00496665 16.5029 0.0118363 0.16284400 
80741 17.3960 0.00739986 18.4783 0.00162841 18.3765 0.00828863 17.0378 0.00407550 16.9392 0.0102465 0.05792000 
81272 14.7064 0.00131823 15.8545 0.000387086 16.0003 0.00216754 14.2711 0.000750120 14.1790 0.00171885 0.08741000 
80716 19.7403 0.0290559 20.2310 0.00264020 19.2322 0.00737913 19.7277 0.0198327 20.0593 0.0568725 2.53500000 
80934 18.5763 0.0145035 19.2527 0.00226878 18.5904 0.00738840 18.2671 0.00846646 18.3429 0.0234436 0.13345900 
80786 19.9769 0.0458930 21.9221 0.0231263 23.3921 0.168377 19.1581 0.0191523 18.7970 0.0457068 0.48695400 
80923 18.9381 0.0193446 20.0484 0.00365418 19.6349 0.0149742 18.5735 0.0100540 18.3451 0.0276659 0.18748600 
80789 21.4497 0.101642 21.8016 0.0102855 20.9717 0.0318341 21.4208 0.0641276 21.2937 0.190385 3.20500000 
80810 21.2071 0.105428 21.7752 0.00995728 20.9092 0.0384673 21.2029 0.0693726 21.6978 0.268794 2.50500000 
80972 20.4363 0.0582970 22.1039 0.0138788 23.5096 0.204534 20.0052 0.0298679 19.6400 0.0582345 4.12500000 
81339 17.3242 0.00914233 19.0444 0.00404829 19.5611 0.0248875 16.7852 0.00481068 16.5345 0.0100310 0.25526100 
81245 16.9459 0.00479057 17.4735 0.00189456 18.3344 0.00850688 16.1902 0.00308276 16.1097 0.00538009 0.14503900 
81115 20.2764 0.0516895 21.1833 0.00612621 19.5979 0.00976946 20.2714 0.0337990 20.2798 0.113562 2.08500000 
81946 16.6038 0.00479127 17.6791 0.00107277 17.5928 0.00561227 16.2118 0.00259273 16.1051 0.00675303 0.05717500 
82047 17.0033 0.00536556 18.1095 0.00134799 18.1121 0.00726713 16.5958 0.00308733 16.4425 0.00778723 0.06082200 
81924 17.2322 0.00737760 18.2929 0.00170149 18.2605 0.00904264 16.7926 0.00410629 16.7131 0.0104348 0.05588600 
81714 18.8480 0.0148719 19.1461 0.00110431 17.8341 0.00220573 18.6661 0.00911869 18.6153 0.0255425 0.87664500 
82242 17.2977 0.00569666 18.5015 0.00126567 18.4860 0.00721940 16.7784 0.00288895 16.6683 0.00733897 0.08785800 
82378 18.3215 0.0129567 19.1736 0.00218922 18.6204 0.00801175 17.9262 0.00724564 17.9050 0.0177823 0.14864600 
82315 17.2034 0.00423775 18.3618 0.000900656 18.3782 0.00528698 16.7705 0.00231497 16.6108 0.00530843 0.05756500 
82104 20.5571 0.0749369 22.2660 0.0208458 21.6321 0.0751817 20.0846 0.0378414 19.7122 0.0803040 0.42984300 
82298 18.8064 0.0131716 19.5214 0.00147275 18.2939 0.00327082 18.7249 0.00979341 18.8548 0.0277160 1.35448500 
82196 20.5973 0.0728320 21.1984 0.00615122 20.3822 0.0207852 20.4970 0.0429448 20.9022 0.142950 2.25500000 
82473 18.9314 0.0191076 20.0804 0.00346101 19.2549 0.0109357 18.5705 0.0108762 18.3284 0.0241712 0.33576200 
84072 16.2356 0.00254250 17.4209 0.000642683 17.4379 0.00373977 15.7782 0.00138504 15.6236 0.00320283 0.05555700 
82852 20.6987 0.0750216 21.8158 0.0115181 20.6866 0.0284177 20.5063 0.0479921 20.7986 0.132306 2.25500000 
84328 16.3048 0.00300865 17.3923 0.000749402 17.3976 0.00425236 15.7673 0.00159013 15.6898 0.00406683 0.05784800 
83189 19.0074 0.0158503 20.8410 0.00467233 21.8482 0.0674008 18.2300 0.00619062 17.9076 0.0114532 0.22795300 
83034 20.8377 0.0785846 21.2410 0.00699048 19.3925 0.00986341 20.5096 0.0480849 20.6489 0.113468 1.92500000 
83308 19.1154 0.0249895 20.1775 0.00357419 19.2968 0.00982685 18.6954 0.0129819 18.7909 0.0348731 0.28736500 
83564 17.4936 0.00678530 18.6461 0.00167194 18.6841 0.00927617 17.0265 0.00343266 16.8762 0.00856117 0.08738300 
83297 20.7464 0.0762272 21.4687 0.00744617 20.7415 0.0241284 20.6047 0.0454398 20.9678 0.127637 2.25500000 
84155 18.0145 0.00639724 18.6070 0.000704495 17.6540 0.00198886 17.9534 0.00478502 17.9718 0.0124437 0.07094400 
84188 18.8286 0.0221105 20.7773 0.00884141 21.2127 0.0670950 18.1242 0.00952889 17.9975 0.0220904 0.35506000 
85660 18.5825 0.0121178 19.8344 0.00262033 19.8819 0.0172934 17.9908 0.00612710 17.7866 0.0137962 0.14815900 
84499 19.4143 0.0265551 19.9390 0.00242169 19.0000 0.00630760 19.0270 0.0138507 19.2919 0.0423746 0.11230200 
85016 19.1179 0.0205553 19.9298 0.00299471 19.4022 0.0106571 18.7046 0.0110420 18.7610 0.0321955 0.18278400 
84960 20.3831 0.0681774 21.2286 0.00885489 20.5688 0.0283968 19.9588 0.0309679 19.8410 0.0872131 0.26851200 
85565 21.7508 0.159478 21.5463 0.00853746 20.2484 0.0189140 21.0415 0.0817779 21.3767 0.173505 2.16500000 
86988 17.7164 0.00827232 18.7873 0.00190359 18.6578 0.00939556 17.2434 0.00441989 17.1777 0.0113279 0.06070900 
85925 20.7628 0.0620942 21.4486 0.00804812 20.6803 0.0287892 20.5192 0.0557234 20.6360 0.117376 2.50500000 
87146 16.6597 0.00321310 17.8144 0.000723015 17.8697 0.00435967 16.1454 0.00168118 16.0575 0.00407851 0.08792100 
87623 18.8875 0.0177928 19.6366 0.00263081 19.1073 0.00933436 18.5671 0.0107550 18.5010 0.0287504 0.05846400 
88213 18.4182 0.0157669 19.0222 0.00207864 18.3494 0.00614088 18.0579 0.00838355 18.1480 0.0245874 0.11272400 
88684 17.9913 0.00912889 19.0240 0.00180210 18.7794 0.00856066 17.5681 0.00493971 17.4133 0.0119006 0.08840400 
89917 17.0901 0.00874650 18.3679 0.00264177 18.5439 0.0172192 16.6016 0.00428739 16.3173 0.00904421 0.16386400 
89500 16.7640 0.00617988 18.4490 0.00214330 18.7485 0.0128762 16.4023 0.00319745 16.0842 0.00776902 0.16406900 
88800 19.7306 0.0300754 20.0105 0.00265114 18.7684 0.00529365 19.6749 0.0252785 19.7001 0.0650275 0.96267600 
89319 17.2459 0.00541610 18.4033 0.00122907 18.4592 0.00710869 16.7742 0.00280882 16.6693 0.00659721 0.08742900 
89178 17.3128 0.00596656 18.5035 0.00135377 18.3920 0.00747203 16.8645 0.00307836 16.6837 0.00672655 0.05730000 
89939 17.1984 0.00631804 18.2062 0.00135644 17.8004 0.00547132 16.8273 0.00347802 16.7243 0.00768021 0.06020800 
89665 20.3249 0.0593220 22.1371 0.0228707 22.0691 0.113076 19.6374 0.0223521 19.2557 0.0526566 0.53851200 
90274 15.3666 0.00151717 16.5340 0.000445610 16.6842 0.00251969 14.8698 0.000866332 14.7341 0.00182874 0.05626900 
91092 20.3587 0.0671814 22.7034 0.0396473 23.6364 0.204661 19.6087 0.0300899 19.3301 0.0612363 0.59281400 
92190 17.3651 0.00821376 18.5142 0.00169162 18.3460 0.00878766 17.0454 0.00448029 16.9150 0.0109028 0.05650200 
92030 17.2427 0.00740557 18.8398 0.00270833 19.1114 0.0166616 16.7672 0.00362026 16.6416 0.00861103 0.23332800 
92037 19.2087 0.0300964 21.1243 0.0119734 21.8035 0.106701 18.5850 0.0119798 18.4718 0.0300966 0.44360000 
92479 18.0168 0.00991384 19.3430 0.00278754 19.2593 0.0163686 17.5692 0.00524564 17.3722 0.0124182 0.19265300 
94471 16.5403 0.00411348 17.8851 0.00131435 17.9360 0.00805085 16.1444 0.00242042 15.8853 0.00497423 0.15075300 
93602 17.9513 0.0101275 19.0761 0.00209975 18.8766 0.0111292 17.4741 0.00547981 17.3924 0.0137355 0.06044200 
93841 17.2539 0.00771213 18.6019 0.00235731 18.9684 0.0142307 16.7388 0.00376557 16.6064 0.00884753 0.18303000 
93585 18.6688 0.0200354 19.9377 0.00491541 20.0215 0.0262550 18.1185 0.0101986 18.0598 0.0252005 0.18554800 
94333 16.5525 0.00355526 17.6039 0.000830116 17.6796 0.00495238 16.1119 0.00185411 15.9394 0.00440875 0.05870400 
94041 21.3462 0.0858707 22.2899 0.0320139 21.9393 0.108461 19.6776 0.0369006 19.2938 0.0602371 0.64937100 
94853 19.5393 0.0277134 20.0546 0.00247701 18.8506 0.00529261 19.5266 0.0220346 19.9736 0.0732901 5.93009800 
95163 17.1494 0.00490899 18.3661 0.00125739 18.4509 0.00767942 16.5377 0.00233242 16.4178 0.00534295 0.08708900 
94667 20.1292 0.0624288 21.7187 0.0218540 21.8901 0.0753809 19.4471 0.0244268 19.3891 0.0635724 0.51964500 
95831 16.4820 0.00488377 17.9028 0.00158524 18.0507 0.00926109 15.9845 0.00237675 15.8265 0.00597609 0.18986200 
96233 14.9066 0.00129850 16.1027 0.000355520 16.1689 0.00200504 14.4256 0.000686007 14.3236 0.00165009 0.06002500 
95683 17.3248 0.00571838 18.8689 0.00184797 19.1249 0.0122626 16.7978 0.00267834 16.6981 0.00633461 0.18908300 
96621 17.0174 0.00532147 17.9594 0.00106643 17.5553 0.00436758 16.5574 0.00276237 16.4832 0.00710734 0.10009200 
96942 16.6402 0.00362501 17.8029 0.000834385 17.7512 0.00490779 16.1461 0.00187383 15.9751 0.00451216 0.05928100 
97329 16.7959 0.00426282 17.7898 0.000888501 17.5114 0.00387302 16.3870 0.00238764 16.3105 0.00634300 0.08860400 
97978 15.9345 0.00256286 17.0959 0.000687775 17.1678 0.00394019 15.4552 0.00138892 15.2735 0.00330650 0.05795000 
97873 18.3336 0.0120067 19.4624 0.00252334 19.4307 0.0134926 17.8440 0.00636633 17.7102 0.0149061 0.05492800 
96585 15.6833 0.00231436 16.8558 0.000544213 16.6657 0.00292765 15.2748 0.00122785 15.0478 0.00277646 0.05930400 
99102 16.2187 0.00333079 17.2849 0.000819918 17.0607 0.00377506 15.7610 0.00178595 15.6849 0.00467142 0.07214100 
98291 18.1739 0.0102776 19.0377 0.00158911 18.3312 0.00498981 17.8812 0.00612939 17.8505 0.0168522 0.06179300 
99006 16.5133 0.00313122 17.6581 0.000739122 17.5010 0.00340176 16.0715 0.00163300 15.9646 0.00402943 0.05353000 
98802 18.1111 0.0115531 19.0551 0.00179977 18.3798 0.00545577 17.7909 0.00661008 17.8166 0.0199048 0.19168900 
99366 16.6260 0.00530147 17.3120 0.00111229 16.8947 0.00306568 16.2994 0.00319584 16.2868 0.00896035 0.06264000 
99330 16.7541 0.00351549 17.9337 0.000826181 17.9272 0.00450093 16.3128 0.00194248 16.1933 0.00455741 0.06160600 
99238 18.5552 0.0167531 19.6752 0.00349130 19.2252 0.0148382 18.2232 0.0100479 18.1848 0.0230504 0.16486700 
99503 19.3374 0.0360267 21.4453 0.0195700 22.1521 0.107282 18.8569 0.0155957 18.3342 0.0307862 0.44293200 
99714 20.1346 0.0608525 22.1412 0.0330196 22.7493 0.170789 18.8624 0.0222257 19.0885 0.0519738 0.59815300 
100476 17.6852 0.00966538 18.7591 0.00212303 18.5746 0.0101456 17.2491 0.00544515 17.1635 0.0142583 0.06101900 
102513 14.9175 0.00132474 16.1167 0.000425372 16.3241 0.00228100 14.4144 0.000730114 14.2467 0.00156705 0.05990500 
100014 19.4636 0.0363874 21.3087 0.0176525 22.9091 0.121865 18.5443 0.0146304 18.4787 0.0320217 0.43375000 
101715 17.7847 0.0134562 19.1147 0.00463781 19.1733 0.0248975 17.3478 0.00689019 17.3345 0.0155593 0.23011000 
102534 16.6576 0.00448872 17.8361 0.00114874 17.9118 0.00668935 16.1878 0.00234116 16.0248 0.00577346 0.05779700 
102468 19.9255 0.0539493 21.0763 0.0139426 20.0423 0.0359153 19.2563 0.0245093 19.0233 0.0507758 0.62781200 
104398 15.2205 0.00177403 16.3376 0.000466472 16.4537 0.00270064 14.7223 0.000939681 14.6177 0.00225887 0.05961100 
103456 16.7744 0.00418433 18.0988 0.00120738 18.2215 0.00703877 16.2685 0.00215677 16.1412 0.00517016 0.15116500 
105436 14.9723 0.00146981 16.0719 0.000432356 16.1587 0.00224472 14.4559 0.000781288 14.3406 0.00191050 0.05904400 
103539 19.8426 0.0416467 21.4185 0.0141596 21.2199 0.0698942 18.8654 0.0159036 18.7498 0.0337626 0.59495100 
106883 14.6972 0.00111902 15.7317 0.000388776 15.9156 0.00160009 14.2110 0.000578205 14.1023 0.00144744 0.06056800 
104062 18.9810 0.0220923 20.9163 0.00978964 20.6465 0.0510979 18.2986 0.0114869 18.0714 0.0219574 0.52524900 
105864 16.9902 0.00621325 18.2257 0.00179274 18.2669 0.0104184 16.3952 0.00285812 16.2704 0.00682418 0.14990400 
106509 15.6164 0.00208659 16.7129 0.000505208 16.5502 0.00237970 15.1178 0.00106647 14.9891 0.00255636 0.05942400 
105078 19.7229 0.0461596 21.6395 0.0219042 22.3304 0.121980 18.7292 0.0172361 18.6229 0.0326651 0.50894600 
105325 19.1168 0.0304688 21.0623 0.0158647 21.8831 0.109704 18.1529 0.0125786 17.9455 0.0255486 0.44270000 
105854 18.4481 0.0148001 20.2712 0.00550428 20.6675 0.0468506 17.8090 0.00658574 17.5573 0.0155045 0.30708900 
105538 19.9535 0.0533829 21.7564 0.0184231 21.8920 0.0922046 19.0615 0.0171249 18.8178 0.0402574 0.53983800 
